# Based on the WLTC drive cycle
# see #1264 for discussion and how to use this drive cycle
# time [s],Power [kW]
408.7,-0.46638
408.8,-0.460961
408.9,-0.505074
409,-0.499199
409.1,0.291064
409.2,0.291064
409.3,0.291064
409.4,0.589896
409.5,0.589431
409.6,0.590021
409.7,0.589556
409.8,0.589091
409.9,0.579284
410,0.57882
410.1,1.416224
410.2,1.419336
410.3,1.422447
410.4,1.736922
410.5,1.743103
410.6,1.512916
410.7,1.51669
410.8,1.520464
410.9,1.358733
411,1.361152
411.1,1.51038
411.2,1.513984
411.3,1.517588
411.4,1.544722
411.5,1.54853
411.6,1.444274
411.7,1.44718
411.8,1.450086
411.9,1.381576
412,1.383946
412.1,1.596545
412.2,1.60061
412.3,1.604675
412.4,1.668868
412.5,1.67348
412.6,1.588572
412.7,1.592379
412.8,1.596186
412.9,1.539072
413,1.542375
413.1,1.770865
413.2,1.776173
413.3,1.78148
413.4,1.853877
413.5,1.859852
413.6,1.776584
413.7,1.781678
413.8,1.78677
413.9,1.730994
414,1.735529
414.1,3.34374
414.2,3.372304
414.3,3.400863
414.4,3.985197
414.5,4.02598
414.6,3.559769
414.7,3.58947
414.8,3.619167
414.9,3.291977
415,3.315022
415.1,4.637837
415.2,4.688366
415.3,4.738897
415.4,5.196285
415.5,5.257024
415.6,4.785389
415.7,4.833135
415.8,4.880874
415.9,4.558241
416,4.598101
416.1,3.74151
416.2,3.765287
416.3,3.789059
416.4,3.44658
416.5,3.465026
416.6,3.601555
416.7,3.621623
416.8,3.641687
416.9,3.754181
417,3.77553
417.1,0.11204
417.2,0.113029
417.3,0.113809
417.4,0.229547
417.5,0.22968
417.6,0.978199
417.7,0.977865
417.8,0.977531
417.9,1.427899
418,1.428625
418.1,-1.908971
418.2,-1.886853
418.3,-1.867881
418.4,-1.053622
418.5,-1.04535
418.6,0.291064
418.7,0.291064
418.8,0.291064
418.9,0.482377
419,0.482025
419.1,-0.65026
419.2,-0.644409
419.3,-0.638241
419.4,-0.9979
419.5,-0.989654
419.6,-0.988612
419.7,-0.980293
419.8,-0.971976
419.9,-0.970659
420,-0.962268
420.1,-0.653886
420.2,-0.648519
420.3,-0.643153
420.4,-0.531683
420.5,-0.527187
420.6,-0.564164
420.7,-0.559372
420.8,-0.554526
420.9,-0.572589
421,-0.567593
421.1,0.291064
421.2,0.291064
421.3,0.291064
421.4,0.486804
421.5,0.486423
421.6,0.459399
421.7,0.459051
421.8,0.458703
421.9,0.435269
422,0.434955
422.1,1.75372
422.2,1.757646
422.3,1.761571
422.4,2.305456
422.5,2.314561
422.6,1.986431
422.7,1.992084
422.8,1.997736
422.9,1.764228
423,1.767917
423.1,3.417257
423.2,3.441825
423.3,3.466389
423.4,4.028298
423.5,4.063004
423.6,3.510128
423.7,3.533945
423.8,3.557757
423.9,3.174192
424,3.191745
424.1,6.565214
424.2,6.659348
424.3,6.75347
424.4,8.007236
424.5,8.138724
424.6,7.066791
424.7,7.160421
424.8,7.254036
424.9,6.496624
425,6.568121
425.1,12.269899
425.2,12.535416
425.3,12.800886
425.4,15.027616
425.5,15.380665
425.6,13.592721
425.7,13.853584
425.8,14.114619
425.9,12.836404
426,13.043042
426.1,18.470664
426.2,18.881539
426.3,19.292279
426.4,21.395595
426.5,21.880344
426.6,20.075092
426.7,20.463501
426.8,20.851763
426.9,19.617248
427,19.947054
427.1,15.845344
427.2,16.042212
427.3,16.238988
427.4,14.629106
427.5,14.782903
427.6,15.620245
427.7,15.789241
427.8,15.958182
427.9,16.670133
428,16.851132
428.1,-0.364893
428.2,-0.360739
428.3,-0.357703
428.4,0.083526
428.5,0.083827
428.6,3.518242
428.7,3.521843
428.8,3.525443
428.9,5.73902
429,5.754286
429.1,-8.855552
429.2,-8.747298
429.3,-8.657565
429.4,-5.037687
429.5,-5.00404
429.6,0.596462
429.7,0.59607
429.8,0.595679
429.9,1.63085
430,1.630419
430.1,-2.560468
430.2,-2.546315
430.3,-2.533745
430.4,-1.930771
430.5,-1.922816
430.6,-0.432581
430.7,-0.431035
430.8,-0.42949
430.9,-0.074157
431,-0.073511
431.1,-0.628098
431.2,-0.625806
431.3,-0.623491
431.4,-0.743196
431.5,-0.740616
431.6,-0.721695
431.7,-0.719175
431.8,-0.716657
431.9,-0.720732
432,-0.718192
432.1,0.129711
432.2,0.129955
432.3,0.1302
432.4,0.291064
432.5,0.291064
432.6,0.291064
432.7,0.291064
432.8,0.291064
432.9,0.27408
433,0.274079
433.1,1.215631
433.2,1.215045
433.3,1.214459
433.4,1.756666
433.5,1.756542
433.6,1.663807
433.7,1.663566
433.8,1.663325
433.9,1.58219
434,1.581859
434.1,0.760528
434.2,0.759984
434.3,0.759214
434.4,0.291064
434.5,0.291064
434.6,0.291064
434.7,0.291064
434.8,0.291064
434.9,0.291064
435,0.291064
435.1,-1.953067
435.2,-1.94254
435.3,-1.931744
435.4,-2.410052
435.5,-2.397478
435.6,-2.285624
435.7,-2.273835
435.8,-2.262052
435.9,-2.237349
436,-2.225678
436.1,-5.002554
436.2,-4.954733
436.3,-4.906222
436.4,-5.383217
436.5,-5.331461
436.6,-5.140682
436.7,-5.091334
436.8,-5.042011
436.9,-4.972838
437,-4.923905
437.1,-7.608036
437.2,-7.491078
437.3,-7.372968
437.4,-7.749625
437.5,-7.626796
437.6,-7.363165
437.7,-7.244677
437.8,-7.12589
437.9,-6.986174
438,-6.8681
438.1,-8.847408
438.2,-8.640866
438.3,-8.432884
438.4,-8.594351
438.5,-8.380985
438.6,-8.05754
438.7,-7.849678
438.8,-7.641833
438.9,-7.414641
439,-7.207872
439.1,-7.730696
439.2,-7.475521
439.3,-7.219603
439.4,-7.088118
439.5,-6.82959
439.6,-6.532747
439.7,-6.277102
439.8,-6.021445
439.9,-5.758586
440,-5.503525
440.1,-5.149564
440.2,-4.903754
440.3,-4.658068
440.4,-4.383723
440.5,-4.141069
440.6,-3.911029
440.7,-3.667146
440.8,-3.423324
440.9,-3.186889
441,-2.942084
441.1,-2.020167
441.2,-1.877591
441.3,-1.735054
441.4,-1.403917
441.5,-1.288343
441.6,-0.337184
441.7,-0.28436
441.8,-0.232343
441.9,0.291064
442,0.291064
442.1,0.291064
442.2,0.291064
442.3,0.291064
442.4,0.291064
442.5,0.291064
442.6,0.291064
442.7,0.291064
442.8,0.291064
442.9,0.291066
443,0.291148
443.1,0.291254
443.2,0.291288
443.3,0.291316
443.4,0.291324
443.5,0.291308
443.6,0.291269
443.7,0.291214
443.8,0.29115
443.9,0.291083
444,0.291067
444.1,0.291068
444.2,0.291069
444.3,0.29107
444.4,0.291071
444.5,0.291072
444.6,0.291073
444.7,0.291073
444.8,0.291073
444.9,0.291074
445,0.291074
445.1,0.291074
445.2,0.291074
445.3,0.291073
445.4,0.291073
445.5,0.291073
445.6,0.291072
445.7,0.291072
445.8,0.291072
445.9,0.291071
446,0.291071
446.1,0.29107
446.2,0.291069
446.3,0.291069
446.4,0.291068
446.5,0.291068
446.6,0.291067
446.7,0.291067
446.8,0.291066
446.9,0.291066
447,0.291065
447.1,0.291065
447.2,0.291065
447.3,0.291064
447.4,0.291064
447.5,0.291064
447.6,0.291064
447.7,0.291064
447.8,0.291065
447.9,0.291065
448,0.291065
448.1,0.291065
448.2,0.291065
448.3,0.291065
448.4,0.291065
448.5,0.291065
448.6,0.291065
448.7,0.291065
448.8,0.291065
448.9,0.291065
449,0.291065
449.1,0.291065
449.2,0.291065
449.3,0.291065
449.4,0.291065
449.5,0.291065
449.6,0.291065
449.7,0.291065
449.8,0.291065
449.9,0.291065
450,0.291065
450.1,0.291065
450.2,0.291064
450.3,0.291064
450.4,0.291064
450.5,0.291064
450.6,0.291064
450.7,0.291064
450.8,0.291064
450.9,0.291064
451,0.291064
451.1,0.291064
451.2,0.291064
451.3,0.291064
451.4,0.291064
451.5,0.291064
451.6,0.291064
451.7,0.291064
451.8,0.291064
451.9,0.291064
452,0.291064
452.1,0.291064
452.2,0.291064
452.3,0.291064
452.4,0.291064
452.5,0.291064
452.6,0.291064
452.7,0.291064
452.8,0.291064
452.9,0.291064
453,0.291064
453.1,0.291064
453.2,0.291064
453.3,0.291064
453.4,0.291064
453.5,0.291064
453.6,0.291064
453.7,0.291064
453.8,0.291064
453.9,0.291064
454,0.291064
454.1,0.291064
454.2,0.291064
454.3,0.291064
454.4,0.291064
454.5,0.291064
454.6,0.291064
454.7,0.291064
454.8,0.291064
454.9,0.291064
455,0.291064
455.1,0.291064
455.2,0.291064
455.3,0.291064
455.4,0.291064
455.5,0.291064
455.6,0.291064
455.7,0.291064
455.8,0.291064
455.9,0.291064
456,0.291064
456.1,0.291064
456.2,0.291064
456.3,0.291064
456.4,0.291064
456.5,0.291064
456.6,0.291064
456.7,0.291064
456.8,0.291064
456.9,0.291064
457,0.291064
457.1,0.291064
457.2,0.291064
457.3,0.291064
457.4,0.291064
457.5,0.291064
457.6,0.291064
457.7,0.291064
457.8,0.291064
457.9,0.291064
458,0.291064
458.1,0.291064
458.2,0.291064
458.3,0.291064
458.4,0.291064
458.5,0.291064
458.6,0.291064
458.7,0.291064
458.8,0.291064
458.9,0.291064
459,0.291064
459.1,0.291064
459.2,0.291064
459.3,0.291064
459.4,0.291064
459.5,0.291064
459.6,0.291064
459.7,0.291064
459.8,0.291064
459.9,0.291064
460,0.291064
460.1,0.291064
460.2,0.291064
460.3,0.291064
460.4,0.291064
460.5,0.291064
460.6,0.291064
460.7,0.291064
460.8,0.291064
460.9,0.291064
461,0.291064
461.1,0.291064
461.2,0.291064
461.3,0.291064
461.4,0.291064
461.5,0.291064
461.6,0.291064
461.7,0.291064
461.8,0.291064
461.9,0.291064
462,0.291064
462.1,0.291064
462.2,0.291064
462.3,0.291064
462.4,0.291064
462.5,0.291064
462.6,0.291064
462.7,0.291064
462.8,0.291064
462.9,0.291064
463,0.291064
463.1,0.291064
463.2,0.291064
463.3,0.291064
463.4,0.291064
463.5,0.291064
463.6,0.291064
463.7,0.291064
463.8,0.291064
463.9,0.291064
464,0.291064
464.1,0.291064
464.2,0.291064
464.3,0.291064
464.4,0.291064
464.5,0.291064
464.6,0.291064
464.7,0.291064
464.8,0.291064
464.9,0.291064
465,0.291064
465.1,0.291064
465.2,0.291064
465.3,0.291064
465.4,0.291064
465.5,0.291064
465.6,0.291064
465.7,0.291064
465.8,0.291064
465.9,0.291064
466,0.291064
466.1,0.291064
466.2,0.291064
466.3,0.291064
466.4,0.291064
466.5,0.291064
466.6,0.291064
466.7,0.291064
466.8,0.291064
466.9,0.291064
467,0.291064
467.1,0.291064
467.2,0.291064
467.3,0.291064
467.4,0.291064
467.5,0.291064
467.6,0.291064
467.7,0.291064
467.8,0.291064
467.9,0.291064
468,0.291064
468.1,0.291064
468.2,0.291064
468.3,0.291064
468.4,0.291064
468.5,0.291064
468.6,0.291064
468.7,0.291064
468.8,0.291064
468.9,0.291064
469,0.291064
469.1,0.291064
469.2,0.291064
469.3,0.291064
469.4,0.291064
469.5,0.291064
469.6,0.291064
469.7,0.291064
469.8,0.291064
469.9,0.291064
470,0.291064
470.1,0.291064
470.2,0.291064
470.3,0.291064
470.4,0.291064
470.5,0.291064
470.6,0.291064
470.7,0.291064
470.8,0.291064
470.9,0.291064
471,0.291064
471.1,0.291064
471.2,0.291064
471.3,0.291064
471.4,0.291064
471.5,0.291064
471.6,0.291064
471.7,0.291064
471.8,0.291064
471.9,0.291064
472,0.291064
472.1,0.291064
472.2,0.291064
472.3,0.291064
472.4,0.291064
472.5,0.291064
472.6,0.291064
472.7,0.291064
472.8,0.291064
472.9,0.291064
473,0.291064
473.1,0.291064
473.2,0.291064
473.3,0.291064
473.4,0.291064
473.5,0.291064
473.6,0.291064
473.7,0.291064
473.8,0.291064
473.9,0.291064
474,0.291064
474.1,0.291064
474.2,0.291064
474.3,0.291064
474.4,0.291064
474.5,0.291064
474.6,0.291064
474.7,0.291064
474.8,0.291064
474.9,0.291064
475,0.291064
475.1,0.291064
475.2,0.291064
475.3,0.291064
475.4,0.291064
475.5,0.291064
475.6,0.291064
475.7,0.291064
475.8,0.291064
475.9,0.291064
476,0.291064
476.1,0.291064
476.2,0.291064
476.3,0.291064
476.4,0.291064
476.5,0.291064
476.6,0.291064
476.7,0.291064
476.8,0.291064
476.9,0.291064
477,0.291064
477.1,0.291064
477.2,0.291064
477.3,0.291064
477.4,0.291064
477.5,0.291064
477.6,0.291064
477.7,0.291064
477.8,0.291064
477.9,0.291064
478,0.291064
478.1,0.291064
478.2,0.291064
478.3,0.291064
478.4,0.291064
478.5,0.291064
478.6,0.291064
478.7,0.291064
478.8,0.291064
478.9,0.291064
479,0.291064
479.1,0.291064
479.2,0.291064
479.3,0.291064
479.4,0.291064
479.5,0.291064
479.6,0.291064
479.7,0.291064
479.8,0.291064
479.9,0.291064
480,0.291064
480.1,0.291064
480.2,0.291064
480.3,0.291064
480.4,0.291064
480.5,0.291064
480.6,0.291064
480.7,0.291064
480.8,0.291064
480.9,0.291064
481,0.291064
481.1,0.291064
481.2,0.291064
481.3,0.291064
481.4,0.291064
481.5,0.291064
481.6,0.291064
481.7,0.291064
481.8,0.291064
481.9,0.291064
482,0.291064
482.1,0.291064
482.2,0.291064
482.3,0.291064
482.4,0.291064
482.5,0.291064
482.6,0.291064
482.7,0.291064
482.8,0.291064
482.9,0.291064
483,0.291064
483.1,0.291064
483.2,0.291064
483.3,0.291064
483.4,0.291064
483.5,0.291064
483.6,0.291064
483.7,0.291064
483.8,0.291064
483.9,0.291064
484,0.291064
484.1,0.291064
484.2,0.291064
484.3,0.291064
484.4,0.291064
484.5,0.291064
484.6,0.291064
484.7,0.291064
484.8,0.291064
484.9,0.291064
485,0.291064
485.1,0.291064
485.2,0.291064
485.3,0.291064
485.4,0.291064
485.5,0.291064
485.6,0.291064
485.7,0.291064
485.8,0.291064
485.9,0.291064
486,0.291064
486.1,0.291064
486.2,0.291064
486.3,0.291064
486.4,0.291064
486.5,0.291064
486.6,0.291064
486.7,0.291064
486.8,0.291064
486.9,0.291064
487,0.291064
487.1,0.291064
487.2,0.291064
487.3,0.291064
487.4,0.291064
487.5,0.291064
487.6,0.291064
487.7,0.291064
487.8,0.291064
487.9,0.291064
488,0.291064
488.1,0.291064
488.2,0.291064
488.3,0.291064
488.4,0.291064
488.5,0.291064
488.6,0.291064
488.7,0.291064
488.8,0.291064
488.9,0.291064
489,0.291064
489.1,0.291064
489.2,0.291064
489.3,0.291064
489.4,0.291064
489.5,0.291064
489.6,0.291064
489.7,0.291064
489.8,0.291064
489.9,0.291064
490,0.291064
490.1,0.291064
490.2,0.291064
490.3,0.291064
490.4,0.291064
490.5,0.291064
490.6,0.291064
490.7,0.291064
490.8,0.291064
490.9,0.291064
491,0.291064
491.1,0.291064
491.2,0.291064
491.3,0.291064
491.4,0.291064
491.5,0.291064
491.6,0.291064
491.7,0.291064
491.8,0.291064
491.9,0.291064
492,0.291064
492.1,0.291064
492.2,0.291064
492.3,0.291064
492.4,0.291064
492.5,0.291064
492.6,0.291064
492.7,0.291064
492.8,0.291064
492.9,0.291064
493,0.291064
493.1,0.291064
493.2,0.291064
493.3,0.291064
493.4,0.291064
493.5,0.291064
493.6,0.291064
493.7,0.291064
493.8,0.291064
493.9,0.291064
494,0.291064
494.1,0.291064
494.2,0.291064
494.3,0.291064
494.4,0.291064
494.5,0.291064
494.6,0.291064
494.7,0.291064
494.8,0.291064
494.9,0.291064
495,0.291064
495.1,0.291064
495.2,0.291064
495.3,0.291064
495.4,0.291064
495.5,0.291064
495.6,0.291064
495.7,0.291064
495.8,0.291064
495.9,0.291064
496,0.291064
496.1,0.291064
496.2,0.291064
496.3,0.291064
496.4,0.291064
496.5,0.291064
496.6,0.291064
496.7,0.291064
496.8,0.291064
496.9,0.291064
497,0.291064
497.1,0.291064
497.2,0.291064
497.3,0.291064
497.4,0.291064
497.5,0.291064
497.6,0.291064
497.7,0.291064
497.8,0.291064
497.9,0.291064
498,0.291064
498.1,0.291064
498.2,0.291064
498.3,0.291064
498.4,0.291064
498.5,0.291064
498.6,0.291064
498.7,0.291064
498.8,0.291064
498.9,0.291064
499,0.291064
499.1,0.291064
499.2,0.291064
499.3,0.291064
499.4,0.291064
499.5,0.291064
499.6,0.291064
499.7,0.291064
499.8,0.291064
499.9,0.291064
500,0.291064
500.1,0.291064
500.2,0.291064
500.3,0.291064
500.4,0.291064
500.5,0.291064
500.6,0.291064
500.7,0.291064
500.8,0.291064
500.9,0.291064
501,0.291064
501.1,0.291064
501.2,0.291064
501.3,0.291064
501.4,0.291064
501.5,0.291064
501.6,0.291064
501.7,0.291064
501.8,0.291064
501.9,0.291064
502,0.291064
502.1,0.291064
502.2,0.291064
502.3,0.291064
502.4,0.291064
502.5,0.291064
502.6,0.291064
502.7,0.291064
502.8,0.291064
502.9,0.291064
503,0.291064
503.1,0.291064
503.2,0.291064
503.3,0.291064
503.4,0.291064
503.5,0.291064
503.6,0.291064
503.7,0.291064
503.8,0.291064
503.9,0.291064
504,0.291064
504.1,0.291064
504.2,0.291064
504.3,0.291064
504.4,0.291064
504.5,0.291064
504.6,0.291064
504.7,0.291064
504.8,0.291064
504.9,0.291064
505,0.291064
505.1,0.291064
505.2,0.291064
505.3,0.291064
505.4,0.291064
505.5,0.291064
505.6,0.291064
505.7,0.291064
505.8,0.291064
505.9,0.291064
506,0.291064
506.1,0.291064
506.2,0.291064
506.3,0.291064
506.4,0.291064
506.5,0.291064
506.6,0.291064
506.7,0.291064
506.8,0.291064
506.9,0.291064
507,0.291064
507.1,0.291064
507.2,0.291064
507.3,0.291064
507.4,0.291064
507.5,0.291064
507.6,0.291064
507.7,0.291064
507.8,0.291064
507.9,0.291064
508,0.291064
508.1,0.291064
508.2,0.291064
508.3,0.291064
508.4,0.291064
508.5,0.291064
508.6,0.291064
508.7,0.291064
508.8,0.291064
508.9,0.291064
509,0.291064
509.1,0.291064
509.2,0.291064
509.3,0.291064
509.4,0.291064
509.5,0.291064
509.6,0.291064
509.7,0.291064
509.8,0.291064
509.9,0.291064
510,0.291064
510.1,0.291079
510.2,0.291128
510.3,0.291177
510.4,0.348161
510.5,0.408186
510.6,0.441256
510.7,0.484072
510.8,0.526886
510.9,0.479339
511,0.499266
511.1,0.648732
511.2,0.699779
511.3,0.750822
511.4,1.177683
511.5,1.319347
511.6,0.9663
511.7,1.013593
511.8,1.060879
511.9,0.608453
512,0.613937
512.1,1.90966
512.2,2.07054
512.3,2.231392
512.4,3.268255
512.5,3.572806
512.6,2.779984
512.7,2.929867
512.8,3.079371
512.9,2.741199
513,2.846179
513.1,5.730602
513.2,6.154271
513.3,6.577831
513.4,8.406248
513.5,9.008405
513.6,7.46661
513.7,7.829278
513.8,8.191878
513.9,6.04512
514,6.223601
514.1,6.880573
514.2,7.088264
514.3,7.295948
514.4,7.050059
514.5,7.232555
514.6,5.941954
514.7,6.055814
514.8,6.169665
514.9,6.601203
515,6.727612
515.1,7.541155
515.2,7.696064
515.3,7.850965
515.4,8.6896
515.5,8.873421
515.6,9.820797
515.7,10.038605
515.8,10.256384
515.9,10.997509
516,11.238263
516.1,6.906329
516.2,6.98773
516.3,7.069116
516.4,5.647387
516.5,5.695439
516.6,7.294811
516.7,7.376934
516.8,7.45904
516.9,8.661107
517,8.771837
517.1,-2.439445
517.2,-2.402234
517.3,-2.374578
517.4,-1.18266
517.5,-1.175146
517.6,1.814079
517.7,1.815604
517.8,1.817128
517.9,3.109975
518,3.119691
518.1,-4.447076
518.2,-4.373625
518.3,-4.31263
518.4,-2.41827
518.5,-2.395671
518.6,0.482376
518.7,0.482047
518.8,0.481717
518.9,1.025997
519,1.025646
519.1,-0.521537
519.2,-0.517476
519.3,-0.513814
519.4,-0.410522
519.5,-0.407861
519.6,0.133059
519.7,0.133445
519.8,0.133831
519.9,0.259803
520,0.25986
520.1,-0.460583
520.2,-0.457223
520.3,-0.453807
520.4,-0.591799
520.5,-0.587863
520.6,-0.555729
520.7,-0.551987
520.8,-0.548246
520.9,-0.545145
521,-0.541402
521.1,-0.714318
521.2,-0.709152
521.3,-0.703962
521.4,-0.736731
521.5,-0.731382
521.6,-0.725783
521.7,-0.720438
521.8,-0.715095
521.9,-0.715651
522,-0.710261
522.1,-1.190577
522.2,-1.179715
522.3,-1.168761
522.4,-1.252243
522.5,-1.240774
522.6,-1.211183
522.7,-1.19995
522.8,-1.188721
522.9,-1.178625
523,-1.167385
523.1,-2.475381
523.2,-2.436673
523.3,-2.397441
523.4,-2.603663
523.5,-2.562026
523.6,-2.455931
523.7,-2.416065
523.8,-2.376206
523.9,-2.327064
524,-2.287479
524.1,-3.846946
524.2,-3.73798
524.3,-3.627839
524.4,-3.789918
524.5,-3.674914
524.6,-3.476664
524.7,-3.366532
524.8,-3.256372
524.9,-3.131898
525,-3.022571
525.1,-3.528466
525.2,-3.367492
525.3,-3.205744
525.4,-3.145246
525.5,-2.980541
525.6,-2.788544
525.7,-2.626897
525.8,-2.465292
525.9,-2.301099
526,-2.139933
526.1,-1.635917
526.2,-1.521422
526.3,-1.407263
526.4,-1.143722
526.5,-1.046091
526.6,0.118118
526.7,0.132516
526.8,0.146495
526.9,0.291064
527,0.291064
527.1,0.291064
527.2,0.291064
527.3,0.291064
527.4,0.291064
527.5,0.291064
527.6,0.291064
527.7,0.291064
527.8,0.291064
527.9,0.291064
528,0.291064
528.1,0.291071
528.2,0.291088
528.3,0.291114
528.4,0.29115
528.5,0.291193
528.6,0.291239
528.7,0.291284
528.8,0.291318
528.9,0.291323
529,0.291303
529.1,0.291264
529.2,0.291213
529.3,0.291155
529.4,0.291096
529.5,0.291069
529.6,0.291069
529.7,0.29107
529.8,0.291071
529.9,0.291071
530,0.291071
530.1,0.291071
530.2,0.291071
530.3,0.291071
530.4,0.291071
530.5,0.291071
530.6,0.291063
530.7,0.291063
530.8,0.291063
530.9,0.308403
531,0.328856
531.1,0.320653
531.2,0.3249
531.3,0.328915
531.4,0.377016
531.5,0.394777
531.6,0.400558
531.7,0.414692
531.8,0.428825
531.9,0.405189
532,0.412669
532.1,0.443109
532.2,0.454177
532.3,0.465246
532.4,0.622404
532.5,0.659632
532.6,0.621557
532.7,0.645621
532.8,0.669682
532.9,0.499734
533,0.505021
533.1,1.079307
533.2,1.169564
533.3,1.25981
533.4,1.411684
533.5,1.502252
533.6,1.041836
533.7,1.071715
533.8,1.101588
533.9,1.357984
534,1.406401
534.1,2.403785
534.2,2.561069
534.3,2.718316
534.4,2.828443
534.5,2.98023
534.6,2.637315
534.7,2.740821
534.8,2.844299
534.9,2.802244
535,2.8948
535.1,2.847794
535.2,2.930873
535.3,3.013931
535.4,2.954084
535.5,3.028779
535.6,1.991073
535.7,2.016619
535.8,2.042158
535.9,1.000781
536,1.00324
536.1,1.950998
536.2,1.972851
536.3,1.994698
536.4,2.402977
536.5,2.437021
536.6,2.123481
536.7,2.146648
536.8,2.169808
536.9,2.383757
537,2.412388
537.1,6.833805
537.2,7.118984
537.3,7.404123
537.4,9.753984
537.5,10.211023
537.6,9.710458
537.7,10.08832
537.8,10.466171
537.9,10.065336
538,10.390637
538.1,13.354473
538.2,13.863182
538.3,14.3719
538.4,15.775543
538.5,16.346373
538.6,15.670079
538.7,16.159196
538.8,16.64826
538.9,16.218899
539,16.656789
539.1,10.168232
539.2,10.316843
539.3,10.465423
539.4,8.0304
539.5,8.112084
539.6,9.866418
539.7,9.988898
539.8,10.111332
539.9,11.476911
540,11.632819
540.1,-5.390872
540.2,-5.291677
540.3,-5.215352
540.4,-3.151346
540.5,-3.125181
540.6,1.766066
540.7,1.766808
540.8,1.767549
540.9,3.376842
541,3.385982
541.1,-5.041523
541.2,-4.967633
541.3,-4.906077
541.4,-2.738913
541.5,-2.716403
541.6,0.522078
541.7,0.521721
541.8,0.521365
541.9,1.141615
542,1.141257
542.1,0.616495
542.2,0.616019
542.3,0.615572
542.4,0.511312
542.5,0.510966
542.6,0.820666
542.7,0.820143
542.8,0.819621
542.9,1.017593
543,1.017136
543.1,0.456536
543.2,0.456094
543.3,0.45562
543.4,0.007533
543.5,0.008221
543.6,0.039319
543.7,0.039916
543.8,0.040513
543.9,0.037426
544,0.038033
544.1,-1.178607
544.2,-1.170505
544.3,-1.162258
544.4,-1.386742
544.5,-1.377519
544.6,-1.31598
544.7,-1.307241
544.8,-1.298504
544.9,-1.285854
545,-1.277158
545.1,-2.943904
545.2,-2.910038
545.3,-2.875679
545.4,-3.159009
545.5,-3.122348
545.6,-3.008147
545.7,-2.973025
545.8,-2.937911
545.9,-2.892712
546,-2.857817
546.1,-1.834033
546.2,-1.816437
546.3,-1.798845
546.4,-1.432063
546.5,-1.418919
546.6,-1.534373
546.7,-1.519777
546.8,-1.504993
546.9,-1.555559
547,-1.540057
547.1,-1.097617
547.2,-1.087893
547.3,-1.078171
547.4,-0.927286
547.5,-0.919044
547.6,-0.977
547.7,-0.968131
547.8,-0.959155
547.9,-0.983838
548,-0.974593
548.1,-0.407826
548.2,-0.404208
548.3,-0.40059
548.4,-0.197206
548.5,-0.194946
548.6,-0.27229
548.7,-0.269561
548.8,-0.266769
548.9,-0.305021
549,-0.301993
549.1,-0.320406
549.2,-0.317227
549.3,-0.314048
549.4,-0.3245
549.5,-0.321213
549.6,-0.324429
549.7,-0.32109
549.8,-0.317753
549.9,-0.318504
550,-0.315133
550.1,-0.049158
550.2,-0.047681
550.3,-0.046204
550.4,0.048868
550.5,0.049844
550.6,0.013372
550.7,0.014526
550.8,0.0157
550.9,-0.004124
551,-0.002851
551.1,0.291064
551.2,0.291064
551.3,0.291064
551.4,0.446558
551.5,0.446199
551.6,0.436837
551.7,0.436492
551.8,0.436147
551.9,0.424963
552,0.424636
552.1,0.229018
552.2,0.229229
552.3,0.229449
552.4,0.138047
552.5,0.13862
552.6,0.124315
552.7,0.124959
552.8,0.125603
552.9,0.118653
553,0.119335
553.1,0.291064
553.2,0.291064
553.3,0.291064
553.4,0.405969
553.5,0.405664
553.6,0.399541
553.7,0.399247
553.8,0.398953
553.9,0.391396
554,0.391116
554.1,0.538755
554.2,0.538298
554.3,0.537841
554.4,0.654099
554.5,0.653675
554.6,0.657302
554.7,0.656883
554.8,0.656463
554.9,0.65401
555,0.653589
555.1,1.102199
555.2,1.10333
555.3,1.104462
555.4,1.258618
555.5,1.260775
555.6,1.129954
555.7,1.131206
555.8,1.132458
555.9,1.041471
556,1.042211
556.1,1.452607
556.2,1.456307
556.3,1.460005
556.4,1.589416
556.5,1.594354
556.6,1.443348
556.7,1.446777
556.8,1.450204
556.9,1.347499
557,1.350047
557.1,2.013807
557.2,2.023607
557.3,2.033405
557.4,2.255441
557.5,2.268382
557.6,2.044393
557.7,2.053875
557.8,2.063354
557.9,1.91027
558,1.917702
558.1,2.340848
558.2,2.353924
558.3,2.366998
558.4,2.498464
558.5,2.51337
558.6,2.342803
558.7,2.354904
558.8,2.367003
558.9,2.253135
559,2.263524
559.1,5.81296
559.2,5.914569
559.3,6.016168
559.4,7.414822
559.5,7.567561
559.6,6.547744
559.7,6.655115
559.8,6.762477
559.9,6.02583
560,6.106625
560.1,-0.205705
560.2,-0.200843
560.3,-0.196785
560.4,-0.381528
560.5,-0.378445
560.6,0.878695
560.7,0.878335
560.8,0.877974
560.9,1.370689
561,1.371656
561.1,-0.472806
561.2,-0.467883
561.3,-0.463812
561.4,-0.024001
561.5,-0.0229
561.6,0.597608
561.7,0.597144
561.8,0.596679
561.9,0.822397
562,0.821994
562.1,0.945464
562.2,0.945237
562.3,0.94501
562.4,1.01689
562.5,1.016811
562.6,1.059692
562.7,1.059714
562.8,1.059737
562.9,1.084414
563,1.0845
563.1,-1.784733
563.2,-1.758238
563.3,-1.731973
563.4,-2.045545
563.5,-2.017969
563.6,-1.608295
563.7,-1.588445
