Temperature [degC],Current [A],SoC,C1 [F]
-10,150,0.75,15825.000349541306
-10,150,0.8,15353.678136964714
-10,150,0.8500000000000001,14831.626308419267
-10,150,0.9,14271.707529997402
-10,150,0.9500000000000001,13686.142699723976
-10,150,1.0,13086.057981351463
-10,200,0.0,13021.275516097247
-10,200,0.05,13618.389518042171
-10,200,0.1,14201.055512522165
-10,200,0.15000000000000002,14758.202415803331
-10,200,0.2,15277.669829355977
-10,200,0.25,15746.658763652487
-10,200,0.30000000000000004,16152.345582945056
-10,200,0.35000000000000003,16482.627235566135
-10,200,0.4,16726.934951508323
-10,200,0.45,16877.027089657448
-10,200,0.5,16927.65817092642
-10,200,0.55,16877.027089657444
-10,200,0.6000000000000001,16726.934951508323
-10,200,0.65,16482.627235566135
-10,200,0.7000000000000001,16152.345582945056
-10,200,0.75,15746.658763652487
-10,200,0.8,15277.669829355977
-10,200,0.8500000000000001,14758.202415803331
-10,200,0.9,14201.055512522165
-10,200,0.9500000000000001,13618.389518042171
-10,200,1.0,13021.275516097247
-10,250,0.0,12957.131301732235
-10,250,0.05,13551.303855391721
-10,250,0.1,14131.099574036838
-10,250,0.15000000000000002,14685.501911291987
-10,250,0.2,15202.41037206851
-10,250,0.25,15669.089016048289
-10,250,0.30000000000000004,16072.777378102965
-10,250,0.35000000000000003,16401.432027509163
-10,250,0.4,16644.536257165917
-10,250,0.45,16793.88902517638
-10,250,0.5,16844.270692251906
-10,250,0.55,16793.889025176373
-10,250,0.6000000000000001,16644.536257165917
-10,250,0.65,16401.432027509163
-10,250,0.7000000000000001,16072.777378102965
-10,250,0.75,15669.089016048289
-10,250,0.8,15202.41037206851
-10,250,0.8500000000000001,14685.501911291987
-10,250,0.9,14131.099574036838
-10,250,0.9500000000000001,13551.30385539172
-10,250,1.0,12957.131301732235
-10,300,0.0,12893.61595221394
-10,300,0.05,13484.87589531627
-10,300,0.1,14061.829478085674
-10,300,0.15000000000000002,14613.514156824865
-10,300,0.2,15127.888752597582
-10,300,0.25,15592.279756165695
-10,300,0.30000000000000004,15993.989253700498
-10,300,0.35000000000000003,16321.032850903724
-10,300,0.4,16562.945393160197
-10,300,0.45,16711.566039758847
-10,300,0.5,16761.70073787812
-10,300,0.55,16711.566039758844
-10,300,0.6000000000000001,16562.945393160197
-10,300,0.65,16321.032850903724
-10,300,0.7000000000000001,15993.989253700498
-10,300,0.75,15592.279756165695
-10,300,0.8,15127.888752597582
-10,300,0.8500000000000001,14613.514156824865
-10,300,0.9,14061.829478085674
-10,300,0.9500000000000001,13484.875895316267
-10,300,1.0,12893.61595221394
-10,350,0.0,12830.720264642165
-10,350,0.05,13419.096012900094
-10,350,0.1,13993.235187948672
-10,350,0.15000000000000002,14542.228721913529
-10,350,0.2,15054.094173316622
-10,350,0.25,15516.219854916108
-10,350,0.30000000000000004,15915.96979392635
-10,350,0.35000000000000003,16241.418056509074
-10,350,0.4,16482.15053758381
-10,350,0.45,16630.046205418563
-10,350,0.5,16679.936344034813
-10,350,0.55,16630.046205418555
-10,350,0.6000000000000001,16482.15053758381
-10,350,0.65,16241.418056509074
-10,350,0.7000000000000001,15915.96979392635
-10,350,0.75,15516.219854916108
-10,350,0.8,15054.094173316622
-10,350,0.8500000000000001,14542.228721913529
-10,350,0.9,13993.235187948672
-10,350,0.9500000000000001,13419.096012900094
-10,350,1.0,12830.720264642165
-10,400,0.0,12768.435214813806
-10,400,0.05,13353.954770119026
-10,400,0.1,13925.306861793579
-10,400,0.15000000000000002,14471.635378603265
-10,400,0.2,14981.016046261686
-10,400,0.25,15440.898399309719
-10,400,0.30000000000000004,15838.707804635444
-10,400,0.35000000000000003,16162.576221283298
-10,400,0.4,16402.140098080974
-10,400,0.45,16549.317825780607
-10,400,0.5,16598.965779257946
-10,400,0.55,16549.3178257806
-10,400,0.6000000000000001,16402.140098080974
-10,400,0.65,16162.576221283298
-10,400,0.7000000000000001,15838.707804635444
-10,400,0.75,15440.898399309719
-10,400,0.8,14981.016046261686
-10,400,0.8500000000000001,14471.635378603265
-10,400,0.9,13925.306861793579
-10,400,0.9500000000000001,13353.954770119022
-10,400,1.0,12768.435214813806
-10,450,0.0,12706.75195290649
-10,450,0.05,13289.442911326181
-10,450,0.1,13858.034847968493
-10,450,0.15000000000000002,14401.724096581029
-10,450,0.2,14908.643988067188
-10,450,0.25,15366.304687235759
-10,450,0.30000000000000004,15762.192307994694
-10,450,0.35000000000000003,16084.496142919614
-10,450,0.4,16322.902706302806
-10,450,0.45,16469.36943048698
-10,450,0.5,16518.77753877844
-10,450,0.55,16469.369430486975
-10,450,0.6000000000000001,16322.902706302806
-10,450,0.65,16084.496142919614
-10,450,0.7000000000000001,15762.192307994694
-10,450,0.75,15366.304687235759
-10,450,0.8,14908.643988067188
-10,450,0.8500000000000001,14401.724096581029
-10,450,0.9,13858.034847968493
-10,450,0.9500000000000001,13289.442911326178
-10,450,1.0,12706.75195290649
-10,500,0.0,12645.661799286749
-10,500,0.05,13225.551358867879
-10,500,0.1,13791.40968043018
-10,500,0.15000000000000002,14332.48503842439
-10,500,0.2,14836.96781504763
-10,500,0.25,15292.42822239328
-10,500,0.30000000000000004,15686.412537283179
-10,500,0.35000000000000003,16007.16683454019
-10,500,0.4,16244.427212522503
-10,500,0.45,16390.189769763485
-10,500,0.5,16439.360339072773
-10,500,0.55,16390.189769763478
-10,500,0.6000000000000001,16244.427212522503
-10,500,0.65,16007.16683454019
-10,500,0.7000000000000001,15686.412537283179
-10,500,0.75,15292.42822239328
-10,500,0.8,14836.96781504763
-10,500,0.8500000000000001,14332.48503842439
-10,500,0.9,13791.40968043018
-10,500,0.9500000000000001,13225.551358867879
-10,500,1.0,12645.661799286749
-10,550,0.0,12585.156240438488
-10,550,0.05,13162.27120882545
-10,550,0.1,13725.42207430372
-10,550,0.15000000000000002,14263.90855498695
-10,550,0.2,14765.97753842061
-10,550,0.25,15219.258709367476
-10,550,0.30000000000000004,15611.357931841634
-10,550,0.35000000000000003,15930.577519542392
-10,550,0.4,16166.702680405173
-10,550,0.45,16311.767809142606
-10,550,0.5,16360.703112570032
-10,550,0.55,16311.767809142602
-10,550,0.6000000000000001,16166.702680405173
-10,550,0.65,15930.577519542392
-10,550,0.7000000000000001,15611.357931841634
-10,550,0.75,15219.258709367476
-10,550,0.8,14765.97753842061
-10,550,0.8500000000000001,14263.90855498695
-10,550,0.9,13725.42207430372
-10,550,0.9500000000000001,13162.271208825448
-10,550,1.0,12585.156240438488
-10,600,0.0,12525.226925007824
-10,600,0.05,13099.59372687866
-10,600,0.1,13660.06292156894
-10,600,0.15000000000000002,14195.985180915584
-10,600,0.2,14695.663359666225
-10,600,0.25,15146.786048846676
-10,600,0.30000000000000004,15537.018132166198
-10,600,0.35000000000000003,15854.717626592188
-10,600,0.4,16089.718381927049
-10,600,0.45,16234.092724337166
-10,600,0.5,16282.795002510175
-10,600,0.55,16234.09272433716
-10,600,0.6000000000000001,16089.718381927049
-10,600,0.65,15854.717626592188
-10,600,0.7000000000000001,15537.018132166198
-10,600,0.75,15146.786048846676
-10,600,0.8,14695.663359666225
-10,600,0.8500000000000001,14195.985180915584
-10,600,0.9,13660.06292156894
-10,600,0.9500000000000001,13099.59372687866
-10,600,1.0,12525.226925007824
-10,650,0.0,12465.865659960396
-10,650,0.05,13037.51034428682
-10,650,0.1,13595.323286869563
-10,650,0.15000000000000002,14128.705630295131
-10,650,0.2,14626.01566601852
-10,650,0.25,15075.000332975365
-10,650,0.30000000000000004,15463.382975141714
-10,650,0.35000000000000003,15779.576784760002
-10,650,0.4,16013.463792439246
-10,650,0.45,16157.15389625974
-10,650,0.5,16205.625357948518
-10,650,0.55,16157.153896259735
-10,650,0.6000000000000001,16013.463792439246
-10,650,0.65,15779.576784760002
-10,650,0.7000000000000001,15463.382975141714
-10,650,0.75,15075.000332975365
-10,650,0.8,14626.01566601852
-10,650,0.8500000000000001,14128.705630295131
-10,650,0.9,13595.323286869563
-10,650,0.9500000000000001,13037.510344286819
-10,650,1.0,12465.865659960396
-10,700,0.0,12407.064406847376
-10,700,0.05,12976.01265398358
-10,700,0.1,13531.194403440932
-10,700,0.15000000000000002,14062.060792416381
-10,700,0.2,14557.025026084468
-10,700,0.25,15003.891840838687
-10,700,0.30000000000000004,15390.442489409912
-10,700,0.35000000000000003,15705.14481879415
-10,700,0.4,15937.928585871134
-10,700,0.45,16080.940906183041
-10,700,0.5,16129.18372890159
-10,700,0.55,16080.940906183037
-10,700,0.6000000000000001,15937.928585871134
-10,700,0.65,15705.14481879415
-10,700,0.7000000000000001,15390.442489409912
-10,700,0.75,15003.891840838687
-10,700,0.8,14557.025026084468
-10,700,0.8500000000000001,14062.060792416381
-10,700,0.9,13531.194403440932
-10,700,0.9500000000000001,12976.012653983576
-10,700,1.0,12407.064406847376
0,-400,0.0,17843.602798425607
0,-400,0.05,18661.853288779806
0,-400,0.1,19460.30506539706
0,-400,0.15000000000000002,20223.78695549546
0,-400,0.2,20935.635052304417
0,-400,0.25,21578.310360886786
0,-400,0.30000000000000004,22134.240112550855
0,-400,0.35000000000000003,22586.838985348877
0,-400,0.4,22921.624148175186
0,-400,0.45,23127.301732755026
0,-400,0.5,23196.683637953294
0,-400,0.55,23127.301732755022
0,-400,0.6000000000000001,22921.624148175186
0,-400,0.65,22586.838985348877
0,-400,0.7000000000000001,22134.240112550855
0,-400,0.75,21578.310360886786
0,-400,0.8,20935.635052304417
0,-400,0.8500000000000001,20223.78695549546
0,-400,0.9,19460.30506539706
0,-400,0.9500000000000001,18661.853288779803
0,-400,1.0,17843.602798425607
0,-350,0.0,17930.644763295983
0,-350,0.05,18752.886719456783
0,-350,0.1,19555.23338278924
0,-350,0.15000000000000002,20322.439574790562
0,-350,0.2,21037.760101340053
0,-350,0.25,21683.570411427703
0,-350,0.30000000000000004,22242.21201553891
0,-350,0.35000000000000003,22697.01868771643
0,-350,0.4,23033.436948897997
0,-350,0.45,23240.117838768474
0,-350,0.5,23309.838192284773
0,-350,0.55,23240.11783876847
0,-350,0.6000000000000001,23033.436948897997
0,-350,0.65,22697.01868771643
0,-350,0.7000000000000001,22242.21201553891
0,-350,0.75,21683.570411427703
0,-350,0.8,21037.760101340053
0,-350,0.8500000000000001,20322.439574790562
0,-350,0.9,19555.23338278924
0,-350,0.9500000000000001,18752.88671945678
0,-350,1.0,17930.644763295983
0,-300,0.0,18018.540080763116
0,-300,0.05,18844.812634748232
0,-300,0.1,19651.092369959777
0,-300,0.15000000000000002,20422.05937662777
0,-300,0.2,21140.886376346618
0,-300,0.25,21789.862423248418
0,-300,0.30000000000000004,22351.242466595468
0,-300,0.35000000000000003,22808.27858324445
0,-300,0.4,23146.34595354946
0,-300,0.45,23354.03998503694
0,-300,0.5,23424.102104992053
0,-300,0.55,23354.039985036936
0,-300,0.6000000000000001,23146.34595354946
0,-300,0.65,22808.27858324445
0,-300,0.7000000000000001,22351.242466595468
0,-300,0.75,21789.862423248418
0,-300,0.8,21140.886376346618
0,-300,0.8500000000000001,20422.05937662777
0,-300,0.9,19651.092369959777
0,-300,0.9500000000000001,18844.812634748232
0,-300,1.0,18018.540080763116
0,-250,0.0,18107.30136194914
0,-250,0.05,18937.64422408197
0,-250,0.1,19747.895780649233
0,-250,0.15000000000000002,20522.660654345153
0,-250,0.2,21245.028673767047
0,-250,0.25,21897.201647008267
0,-250,0.30000000000000004,22461.34710928806
0,-250,0.35000000000000003,22920.63463537866
0,-250,0.4,23260.36736218763
0,-250,0.45,23469.08451698294
0,-250,0.5,23539.49177053389
0,-250,0.55,23469.084516982934
0,-250,0.6000000000000001,23260.36736218763
0,-250,0.65,22920.63463537866
0,-250,0.7000000000000001,22461.34710928806
0,-250,0.75,21897.201647008267
0,-250,0.8,21245.028673767047
0,-250,0.8500000000000001,20522.660654345153
0,-250,0.9,19747.895780649233
0,-250,0.9500000000000001,18937.644224081967
0,-250,1.0,18107.30136194914
0,-200,0.0,18196.941467701363
0,-200,0.05,19031.394938062575
0,-200,0.1,19845.657640949477
0,-200,0.15000000000000002,20624.257984317155
0,-200,0.2,21350.202083043117
0,-200,0.25,22005.603635359792
0,-200,0.30000000000000004,22572.541896957802
0,-200,0.35000000000000003,23034.103123672616
0,-200,0.4,23375.51769566381
0,-200,0.45,23585.268103700673
0,-200,0.5,23656.023908011775
0,-200,0.55,23585.26810370067
0,-200,0.6000000000000001,23375.51769566381
0,-200,0.65,23034.103123672616
0,-200,0.7000000000000001,22572.541896957802
0,-200,0.75,22005.603635359792
0,-200,0.8,21350.202083043117
0,-200,0.8500000000000001,20624.257984317155
0,-200,0.9,19845.657640949477
0,-200,0.9500000000000001,19031.39493806257
0,-200,1.0,18196.941467701363
0,-150,0.0,18287.47351480436
0,-150,0.05,19126.07849496836
0,-150,0.1,19944.392256078583
0,-150,0.15000000000000002,20726.86623299535
0,-150,0.2,21456.42199390403
0,-150,0.25,22115.084250461085
0,-150,0.30000000000000004,22684.843100425256
0,-150,0.35000000000000003,23148.700651651092
0,-150,0.4,23491.813803602432
0,-150,0.45,23702.607746007645
0,-150,0.5,23773.715569245665
0,-150,0.55,23702.60774600764
0,-150,0.6000000000000001,23491.813803602432
0,-150,0.65,23148.700651651092
0,-150,0.7000000000000001,22684.843100425256
0,-150,0.75,22115.084250461085
0,-150,0.8,21456.42199390403
0,-150,0.8500000000000001,20726.86623299535
0,-150,0.9,19944.392256078583
0,-150,0.9500000000000001,19126.078494968355
0,-150,1.0,18287.47351480436
0,-100,0.0,18378.910882378375
0,-100,0.05,19221.7088874432
0,-100,0.1,20044.114217358972
0,-100,0.15000000000000002,20830.500564160327
0,-100,0.2,21563.70410387355
0,-100,0.25,22225.65967171339
0,-100,0.30000000000000004,22798.26731592738
0,-100,0.35000000000000003,23264.444154909343
0,-100,0.4,23609.272872620448
0,-100,0.45,23821.120784737683
0,-100,0.5,23892.584147091893
0,-100,0.55,23821.120784737675
0,-100,0.6000000000000001,23609.272872620448
0,-100,0.65,23264.444154909343
0,-100,0.7000000000000001,22798.26731592738
0,-100,0.75,22225.65967171339
0,-100,0.8,21563.70410387355
0,-100,0.8500000000000001,20830.500564160327
0,-100,0.9,20044.114217358972
0,-100,0.9500000000000001,19221.708887443194
0,-100,1.0,18378.910882378375
0,-50,0.0,18471.267218470733
0,-50,0.05,19318.300389390148
0,-50,0.1,20144.838409406002
0,-50,0.15000000000000002,20935.17644639229
0,-50,0.2,21672.064426003566
0,-50,0.25,22337.34640373205
0,-50,0.30000000000000004,22912.831473293852
0,-50,0.35000000000000003,23381.35090945663
0,-50,0.4,23727.912434794416
0,-50,0.45,23940.8249092841
0,-50,0.5,24012.64738401195
0,-50,0.55,23940.824909284096
0,-50,0.6000000000000001,23727.912434794416
0,-50,0.65,23381.35090945663
0,-50,0.7000000000000001,22912.831473293852
0,-50,0.75,22337.34640373205
0,-50,0.8,21672.064426003566
0,-50,0.8500000000000001,20935.17644639229
0,-50,0.9,20144.838409406002
0,-50,0.9500000000000001,19318.300389390144
0,-50,1.0,18471.267218470733
0,0,0.0,18564.556446846847
0,0,0.05,19415.867563073938
0,0,0.1,20246.580017534314
0,0,0.15000000000000002,21040.909660768008
0,0,0.2,21781.51929684197
0,0,0.25,22450.16128455898
0,0,0.30000000000000004,23028.552844371086
0,0,0.35000000000000003,23499.438540312465
0,0,0.4,23847.750376384287
0,0,0.45,24061.738166401698
0,0,0.5,24133.9233809009
0,0,0.55,24061.738166401694
0,0,0.6000000000000001,23847.750376384287
0,0,0.65,23499.438540312465
0,0,0.7000000000000001,23028.552844371086
0,0,0.75,22450.16128455898
0,0,0.8,21781.51929684197
0,0,0.8500000000000001,21040.909660768008
0,0,0.9,20246.580017534314
0,0,0.9500000000000001,19415.867563073934
0,0,1.0,18564.556446846847
0,50,0.0,18471.267218470733
0,50,0.05,19318.300389390148
0,50,0.1,20144.838409406002
0,50,0.15000000000000002,20935.17644639229
0,50,0.2,21672.064426003566
0,50,0.25,22337.34640373205
0,50,0.30000000000000004,22912.831473293852
0,50,0.35000000000000003,23381.35090945663
0,50,0.4,23727.912434794416
0,50,0.45,23940.8249092841
0,50,0.5,24012.64738401195
0,50,0.55,23940.824909284096
0,50,0.6000000000000001,23727.912434794416
0,50,0.65,23381.35090945663
0,50,0.7000000000000001,22912.831473293852
0,50,0.75,22337.34640373205
0,50,0.8,21672.064426003566
0,50,0.8500000000000001,20935.17644639229
0,50,0.9,20144.838409406002
0,50,0.9500000000000001,19318.300389390144
0,50,1.0,18471.267218470733
0,100,0.0,18378.910882378375
0,100,0.05,19221.7088874432
0,100,0.1,20044.114217358972
0,100,0.15000000000000002,20830.500564160327
0,100,0.2,21563.70410387355
0,100,0.25,22225.65967171339
0,100,0.30000000000000004,22798.26731592738
0,100,0.35000000000000003,23264.444154909343
0,100,0.4,23609.272872620448
0,100,0.45,23821.120784737683
0,100,0.5,23892.584147091893
0,100,0.55,23821.120784737675
0,100,0.6000000000000001,23609.272872620448
0,100,0.65,23264.444154909343
0,100,0.7000000000000001,22798.26731592738
0,100,0.75,22225.65967171339
0,100,0.8,21563.70410387355
0,100,0.8500000000000001,20830.500564160327
0,100,0.9,20044.114217358972
0,100,0.9500000000000001,19221.708887443194
0,100,1.0,18378.910882378375
0,150,0.0,18287.47351480436
0,150,0.05,19126.07849496836
0,150,0.1,19944.392256078583
0,150,0.15000000000000002,20726.86623299535
0,150,0.2,21456.42199390403
0,150,0.25,22115.084250461085
0,150,0.30000000000000004,22684.843100425256
0,150,0.35000000000000003,23148.700651651092
0,150,0.4,23491.813803602432
0,150,0.45,23702.607746007645
0,150,0.5,23773.715569245665
0,150,0.55,23702.60774600764
0,150,0.6000000000000001,23491.813803602432
0,150,0.65,23148.700651651092
0,150,0.7000000000000001,22684.843100425256
0,150,0.75,22115.084250461085
0,150,0.8,21456.42199390403
0,150,0.8500000000000001,20726.86623299535
0,150,0.9,19944.392256078583
0,150,0.9500000000000001,19126.078494968355
0,150,1.0,18287.47351480436
0,200,0.0,18196.941467701363
0,200,0.05,19031.394938062575
0,200,0.1,19845.657640949477
0,200,0.15000000000000002,20624.257984317155
0,200,0.2,21350.202083043117
0,200,0.25,22005.603635359792
0,200,0.30000000000000004,22572.541896957802
0,200,0.35000000000000003,23034.103123672616
0,200,0.4,23375.51769566381
0,200,0.45,23585.268103700673
0,200,0.5,23656.023908011775
0,200,0.55,23585.26810370067
0,200,0.6000000000000001,23375.51769566381
0,200,0.65,23034.103123672616
0,200,0.7000000000000001,22572.541896957802
0,200,0.75,22005.603635359792
0,200,0.8,21350.202083043117
0,200,0.8500000000000001,20624.257984317155
0,200,0.9,19845.657640949477
0,200,0.9500000000000001,19031.39493806257
0,200,1.0,18196.941467701363
0,250,0.0,18107.30136194914
0,250,0.05,18937.64422408197
0,250,0.1,19747.895780649233
0,250,0.15000000000000002,20522.660654345153
0,250,0.2,21245.028673767047
0,250,0.25,21897.201647008267
0,250,0.30000000000000004,22461.34710928806
0,250,0.35000000000000003,22920.63463537866
0,250,0.4,23260.36736218763
0,250,0.45,23469.08451698294
0,250,0.5,23539.49177053389
0,250,0.55,23469.084516982934
0,250,0.6000000000000001,23260.36736218763
0,250,0.65,22920.63463537866
0,250,0.7000000000000001,22461.34710928806
0,250,0.75,21897.201647008267
0,250,0.8,21245.028673767047
0,250,0.8500000000000001,20522.660654345153
0,250,0.9,19747.895780649233
0,250,0.9500000000000001,18937.644224081967
0,250,1.0,18107.30136194914
0,300,0.0,18018.540080763116
0,300,0.05,18844.812634748232
0,300,0.1,19651.092369959777
0,300,0.15000000000000002,20422.05937662777
0,300,0.2,21140.886376346618
0,300,0.25,21789.862423248418
0,300,0.30000000000000004,22351.242466595468
0,300,0.35000000000000003,22808.27858324445
0,300,0.4,23146.34595354946
0,300,0.45,23354.03998503694
0,300,0.5,23424.102104992053
0,300,0.55,23354.039985036936
0,300,0.6000000000000001,23146.34595354946
0,300,0.65,22808.27858324445
0,300,0.7000000000000001,22351.242466595468
0,300,0.75,21789.862423248418
0,300,0.8,21140.886376346618
0,300,0.8500000000000001,20422.05937662777
0,300,0.9,19651.092369959777
0,300,0.9500000000000001,18844.812634748232
0,300,1.0,18018.540080763116
0,350,0.0,17930.644763295983
0,350,0.05,18752.886719456783
0,350,0.1,19555.23338278924
0,350,0.15000000000000002,20322.439574790562
0,350,0.2,21037.760101340053
0,350,0.25,21683.570411427703
0,350,0.30000000000000004,22242.21201553891
0,350,0.35000000000000003,22697.01868771643
0,350,0.4,23033.436948897997
0,350,0.45,23240.117838768474
0,350,0.5,23309.838192284773
0,350,0.55,23240.11783876847
0,350,0.6000000000000001,23033.436948897997
0,350,0.65,22697.01868771643
0,350,0.7000000000000001,22242.21201553891
0,350,0.75,21683.570411427703
0,350,0.8,21037.760101340053
0,350,0.8500000000000001,20322.439574790562
0,350,0.9,19555.23338278924
0,350,0.9500000000000001,18752.88671945678
0,350,1.0,17930.644763295983
0,400,0.0,17843.602798425607
0,400,0.05,18661.853288779806
0,400,0.1,19460.30506539706
0,400,0.15000000000000002,20223.78695549546
0,400,0.2,20935.635052304417
0,400,0.25,21578.310360886786
0,400,0.30000000000000004,22134.240112550855
0,400,0.35000000000000003,22586.838985348877
0,400,0.4,22921.624148175186
0,400,0.45,23127.301732755026
0,400,0.5,23196.683637953294
0,400,0.55,23127.301732755022
0,400,0.6000000000000001,22921.624148175186
0,400,0.65,22586.838985348877
0,400,0.7000000000000001,22134.240112550855
0,400,0.75,21578.310360886786
0,400,0.8,20935.635052304417
0,400,0.8500000000000001,20223.78695549546
0,400,0.9,19460.30506539706
0,400,0.9500000000000001,18661.853288779803
0,400,1.0,17843.602798425607
0,450,0.0,17757.401818723072
0,450,0.05,18571.69940815768
0,450,0.1,19366.293929815434
0,450,0.15000000000000002,20126.087501604183
0,450,0.2,20834.496718718405
0,450,0.25,21474.067315665114
0,450,0.30000000000000004,22027.31141635496
0,450,0.35000000000000003,22477.72382116845
0,450,0.4,22810.891664367584
0,450,0.45,23015.57563742771
0,450,0.5,23084.622364339997
0,450,0.55,23015.575637427708
0,450,0.6000000000000001,22810.891664367584
0,450,0.65,22477.72382116845
0,450,0.7000000000000001,22027.31141635496
0,450,0.75,21474.067315665114
0,450,0.8,20834.496718718405
0,450,0.8500000000000001,20126.087501604183
0,450,0.9,19366.293929815434
0,450,0.9500000000000001,18571.699408157678
0,450,1.0,17757.401818723072
0,500,0.0,17672.029694594592
0,500,0.05,18482.412391772305
0,500,0.1,19273.18674746055
0,500,0.15000000000000002,20029.327465538776
0,500,0.2,20734.33086910918
0,500,0.25,21370.826607416722
0,500,0.30000000000000004,21921.4108806994
0,500,0.35000000000000003,22369.657841258984
0,500,0.4,22701.223915981194
0,500,0.45,22904.923831478536
0,500,0.5,22973.638602972973
0,500,0.55,22904.923831478533
0,500,0.6000000000000001,22701.223915981194
0,500,0.65,22369.657841258984
0,500,0.7000000000000001,21921.4108806994
0,500,0.75,21370.826607416722
0,500,0.8,20734.33086910918
0,500,0.8500000000000001,20029.327465538776
0,500,0.9,19273.18674746055
0,500,0.9500000000000001,18482.412391772305
0,500,1.0,17672.029694594592
0,550,0.0,17587.47452859175
0,550,0.05,18393.979796596363
0,550,0.1,19180.970542927247
0,550,0.15000000000000002,19933.49336283285
0,550,0.2,20635.1235443766
0,550,0.25,21268.57384852956
0,550,0.30000000000000004,21816.52374729893
0,550,0.35000000000000003,22262.625985559178
0,550,0.4,22592.605619732487
0,550,0.45,22795.33089448582
0,550,0.5,22863.716887169277
0,550,0.55,22795.330894485814
0,550,0.6000000000000001,22592.605619732487
0,550,0.65,22262.625985559178
0,550,0.7000000000000001,21816.52374729893
0,550,0.75,21268.57384852956
0,550,0.8,20635.1235443766
0,550,0.8500000000000001,19933.49336283285
0,550,0.9,19180.970542927247
0,550,0.9500000000000001,18393.979796596363
0,550,1.0,17587.47452859175
0,600,0.0,17503.72464988417
0,600,0.05,18306.38941661257
0,600,0.1,19089.632587960925
0,600,0.15000000000000002,19838.571965866977
0,600,0.2,20536.861051308144
0,600,0.25,21167.29492544132
0,600,0.30000000000000004,21712.635538978455
0,600,0.35000000000000003,22156.61348086604
0,600,0.4,22485.021783448043
0,600,0.45,22686.781699750172
0,600,0.5,22754.842044849425
0,600,0.55,22686.781699750165
0,600,0.6000000000000001,22485.021783448043
0,600,0.65,22156.61348086604
0,600,0.7000000000000001,21712.635538978455
0,600,0.75,21167.29492544132
0,600,0.8,20536.861051308144
0,600,0.8500000000000001,19838.571965866977
0,600,0.9,19089.632587960925
0,600,0.9500000000000001,18306.38941661257
0,600,1.0,17503.72464988417
0,650,0.0,17420.76860888946
0,650,0.05,18219.629277197346
0,650,0.1,18999.160395600924
0,650,0.15000000000000002,19744.5502977823
0,650,0.2,20439.529956278246
0,650,0.25,21066.975992145395
0,650,0.30000000000000004,21609.732053011736
0,650,0.35000000000000003,22051.60583403729
0,650,0.4,22378.457699166298
0,650,0.45,22579.261407334296
0,650,0.5,22646.9991915563
0,650,0.55,22579.261407334292
0,650,0.6000000000000001,22378.457699166298
0,650,0.65,22051.60583403729
0,650,0.7000000000000001,21609.732053011736
0,650,0.75,21066.975992145395
0,650,0.8,20439.529956278246
0,650,0.8500000000000001,19744.5502977823
0,650,0.9,18999.160395600924
0,650,0.9500000000000001,18219.629277197342
0,650,1.0,17420.76860888946
0,700,0.0,17338.595172055073
0,700,0.05,18133.687629663393
0,700,0.1,18909.541714489595
0,700,0.15000000000000002,19651.415626566344
0,700,0.2,20343.11707912599
0,700,0.25,20967.603463880554
0,700,0.30000000000000004,21507.799354648472
0,700,0.35000000000000003,21947.58882538617
0,700,0.4,22272.898936434383
0,700,0.45,22472.755457299696
0,700,0.5,22540.173723671596
0,700,0.55,22472.755457299692
0,700,0.6000000000000001,22272.898936434383
0,700,0.65,21947.58882538617
0,700,0.7000000000000001,21507.799354648472
0,700,0.75,20967.603463880554
0,700,0.8,20343.11707912599
0,700,0.8500000000000001,19651.415626566344
0,700,0.9,18909.541714489595
0,700,0.9500000000000001,18133.68762966339
0,700,1.0,17338.595172055073
10,-400,0.0,24353.486040049942
10,-400,0.05,25470.258931669294
10,-400,0.1,26560.0099430075
10,-400,0.15000000000000002,27602.033000928448
10,-400,0.2,28573.584704029723
10,-400,0.25,29450.72730424645
10,-400,0.30000000000000004,30209.476958077226
10,-400,0.35000000000000003,30827.19751905057
10,-400,0.4,31284.12238346337
10,-400,0.45,31564.8373400448
10,-400,0.5,31659.531852064934
10,-400,0.55,31564.837340044796
10,-400,0.6000000000000001,31284.12238346337
10,-400,0.65,30827.19751905057
10,-400,0.7000000000000001,30209.476958077226
10,-400,0.75,29450.72730424645
10,-400,0.8,28573.584704029723
10,-400,0.8500000000000001,27602.033000928448
10,-400,0.9,26560.0099430075
10,-400,0.9500000000000001,25470.258931669294
10,-400,1.0,24353.486040049942
10,-350,0.0,24472.283532928242
10,-350,0.05,25594.504097189634
10,-350,0.1,26689.57096711973
10,-350,0.15000000000000002,27736.67706434762
10,-350,0.2,28712.968044049387
10,-350,0.25,29594.389388657408
10,-350,0.30000000000000004,30356.84026031175
10,-350,0.35000000000000003,30977.57409231424
10,-350,0.4,31436.72785850466
10,-350,0.45,31718.812156337703
10,-350,0.5,31813.968592806716
10,-350,0.55,31718.8121563377
10,-350,0.6000000000000001,31436.72785850466
10,-350,0.65,30977.57409231424
10,-350,0.7000000000000001,30356.84026031175
10,-350,0.75,29594.389388657408
10,-350,0.8,28712.968044049387
10,-350,0.8500000000000001,27736.67706434762
10,-350,0.9,26689.57096711973
10,-350,0.9500000000000001,25594.504097189634
10,-350,1.0,24472.283532928242
10,-300,0.0,24592.245707109258
10,-300,0.05,25719.967352568012
10,-300,0.1,26820.40219735071
